Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Day of Departure,Time of Departure,WeatherDelay,NASDelay,SecurityDelay,CarrierDelay,ArrivalDelay,DepartureDelay,Year,Month,DepartureHour,Route,IsDelayed,IsCancelled
FRF9sE,Rawley,Bowmen,Male,23,China,Haivaro Airport,PG,Papua New Guinea,OC,Oceania,2022-11-23,HIT,Celestyna Allsup,Delayed,Monday,2026-03-13 04:57:33,97,143,28,19,34,30,2022,11,4,Haivaro Airport - HIT,1,0
joecv7,Irma,Stutely,Female,64,Gabon,Mélio Viana Airport,BR,Brazil,SAM,South America,2022-09-08,QID,Emilio Wolters,On Time,Tuesday,2026-03-13 23:07:27,20,60,81,46,68,63,2022,9,23,Mélio Viana Airport - QID,0,0
XoA6Z1,Annora,Carmichael,Female,44,Kazakhstan,San Nicolas De Bari Airport,CU,Cuba,NAM,North America,2022-03-20,QSN,Reagan Derisley,Delayed,Tuesday,2026-03-13 13:30:49,75,125,35,23,45,38,2022,3,13,San Nicolas De Bari Airport - QSN,1,0
W6Q1QZ,Katey,Bew,Female,60,China,Newark Liberty International Airport,US,United States,NAM,North America,2022-04-13,EWR,Mag Slatter,On Time,Thursday,2026-03-13 10:54:51,13,48,62,12,30,27,2022,4,10,Newark Liberty International Airport - EWR,0,0
ljZV4N,Heinrik,Hemphrey,Male,81,Thailand,Waterbury Oxford Airport,US,United States,NAM,North America,2022-09-25,OXC,Miles Bassford,On Time,Sunday,2026-03-13 20:20:05,84,131,44,45,60,55,2022,9,20,Waterbury Oxford Airport - OXC,0,0
m6kvQh,Chilton,Easterling,Male,79,China,RAF Bentwaters,GB,United Kingdom,EU,Europe,2022-02-24,BWY,Tandi Sabate,Delayed,Sunday,2026-03-13 20:32:09,36,83,93,8,18,12,2022,2,20,RAF Bentwaters - BWY,1,0
SDIlxU,Rafa,Stelfax,Female,73,New Caledonia,Hassi R'Mel Airport,DZ,Algeria,AF,Africa,2022-09-16,HRM,Sibyl Evitts,Cancelled,Tuesday,2026-03-13 05:26:32,1,12,6,67,80,75,2022,9,5,Hassi R'Mel Airport - HRM,0,1
usnzLP,Raul,Mantha,Male,90,Argentina,Sado Airport,JP,Japan,AS,Asia,2022-12-09,SDS,Carlee Lisle,Delayed,Tuesday,2026-03-13 12:19:45,49,100,57,34,50,46,2022,12,12,Sado Airport - SDS,1,0
dTEj4K,Erena,Driffe,Female,47,South Africa,Tissa Tank Waterdrome,LK,Sri Lanka,AS,Asia,2022-06-20,TTW,Rene Grimsell,Delayed,Tuesday,2026-03-13 04:44:12,92,137,26,5,10,8,2022,6,4,Tissa Tank Waterdrome - TTW,1,0
wuBxIs,Johnnie,Trewman,Male,88,Finland,Anthony Municipal Airport,US,United States,NAM,North America,2022-04-25,ANY,Sloane Wathall,Cancelled,Tuesday,2026-03-13 09:38:48,17,55,73,90,110,105,2022,4,9,Anthony Municipal Airport - ANY,0,1
9eUeb2,Tripp,Docksey,Male,45,Indonesia,Bellona/Anua Airport,SB,Solomon Islands,OC,Oceania,2022-10-01,BNY,Meara Ickowicz,Delayed,Thursday,2026-03-13 01:11:57,64,108,39,14,25,20,2022,10,1,Bellona/Anua Airport - BNY,1,0
pCbB9d,Jeni,Becker,Female,62,Indonesia,Espinosa Airport,BR,Brazil,SAM,South America,2022-07-31,ESI,Fiona Chiles,On Time,Friday,2026-03-13 08:14:26,29,67,82,39,55,50,2022,7,8,Espinosa Airport - ESI,0,0
0UhAtm,Freddy,Rides,Male,49,Philippines,Tonghua Sanyuanpu Airport,CN,China,AS,Asia,2022-10-14,TNH,Siobhan Hardaway,On Time,Friday,2026-03-13 20:52:45,6,21,15,72,95,88,2022,10,20,Tonghua Sanyuanpu Airport - TNH,0,0
GggMv5,Petunia,Hanbury-Brown,Female,34,China,Shute Harbour Airport,AU,Australia,OC,Oceania,2022-09-25,JHQ,Florance Hanson,Cancelled,Tuesday,2026-03-13 21:25:59,57,114,54,18,40,35,2022,9,21,Shute Harbour Airport - JHQ,0,1
rrS7W8,Claribel,Backshall,Female,42,France,Aleknagik / New Airport,US,United States,NAM,North America,2022-10-07,WKK,Carol Tebbe,Cancelled,Tuesday,2026-03-13 18:46:00,81,127,42,6,12,10,2022,10,18,Aleknagik / New Airport - WKK,0,1
abSXSM,Stephen,Tettley,Male,57,China,Capurganá Airport,CO,Colombia,SAM,South America,2022-09-21,CPB,Rollo May,Cancelled,Friday,2026-03-13 10:50:54,34,79,96,55,70,64,2022,9,10,Capurganá Airport - CPB,0,1
UFpg9h,Moses,Walding,Male,56,China,Charlotte Amalie Harbor Seaplane Base,VI,"Virgin Islands, U.S.",NAM,North America,2022-01-15,SPB,Maurise De Giovanni,On Time,Saturday,2026-03-13 10:12:05,22,63,68,28,48,44,2022,1,10,Charlotte Amalie Harbor Seaplane Base - SPB,0,0
JTbXtH,Isaiah,St Pierre,Male,54,Russia,Mwadui Airport,TZ,"Tanzania, United Republic of",AF,Africa,2022-05-31,MWN,Trixy Hestrop,Delayed,Sunday,2026-03-13 07:52:57,90,135,27,41,63,58,2022,5,7,Mwadui Airport - MWN,1,0
6lSPBF,Darcee,Bilbee,Female,54,Canada,Cruzeiro do Sul Airport,BR,Brazil,SAM,South America,2022-12-20,CZS,Ashleigh Bouzek,On Time,Sunday,2026-03-13 02:03:24,40,91,59,3,7,5,2022,12,2,Cruzeiro do Sul Airport - CZS,0,0
Zvr806,Brinn,Crankhorn,Female,31,Indonesia,Kirovsk-Apatity Airport,RU,Russian Federation,EU,Europe,2022-11-23,KVK,Janenna Coulsen,On Time,Monday,2026-03-13 15:44:20,15,47,84,60,82,79,2022,11,15,Kirovsk-Apatity Airport - KVK,0,0
ZjJgfw,Shanta,Learmond,Female,61,Philippines,Cheikh Larbi Tébessi Airport,DZ,Algeria,AF,Africa,2022-09-18,TEE,Starla Packwood,Delayed,Tuesday,2026-03-13 00:27:16,69,109,38,21,37,33,2022,9,0,Cheikh Larbi Tébessi Airport - TEE,1,0
RrTdJK,Nonna,Lownsbrough,Female,56,Russia,Ljubljana Jože Pučnik Airport,SI,Slovenia,EU,Europe,2022-07-12,LJU,Loria Pettyfer,On Time,Wednesday,2026-03-13 11:57:54,26,72,71,47,69,65,2022,7,11,Ljubljana Jože Pučnik Airport - LJU,0,0
sIH43d,Giovanna,McKinley,Female,69,France,Land's End Airport,GB,United Kingdom,EU,Europe,2022-02-15,LEQ,Alard Lawry,Cancelled,Thursday,2026-03-13 09:59:53,53,115,32,10,22,18,2022,2,9,Land's End Airport - LEQ,0,1
iGivGa,D'arcy,Carratt,Male,39,Indonesia,Ivanof Bay Seaplane Base,US,United States,NAM,North America,2022-09-30,KIB,Baron Plowes,Cancelled,Friday,2026-03-13 03:38:03,98,144,23,83,104,98,2022,9,3,Ivanof Bay Seaplane Base - KIB,0,1
DJU46z,Clementina,Bernardeschi,Female,37,Yemen,Guriaso (Keraso) Airport,PG,Papua New Guinea,OC,Oceania,2022-08-01,GUE,Gerick Hembry,On Time,Friday,2026-03-13 23:20:59,32,76,89,26,44,40,2022,8,23,Guriaso (Keraso) Airport - GUE,0,0
L8HdTO,Batsheva,Baynes,Female,9,China,St. Anthony Airport,CA,Canada,NAM,North America,2022-12-26,YAY,Sharity Rhymer,Cancelled,Sunday,2026-03-13 21:40:25,7,24,13,36,58,54,2022,12,21,St. Anthony Airport - YAY,0,1
sxwMX0,Gabriello,Ellerington,Male,19,Indonesia,Patuxent River Naval Air Station (Trapnell Field),US,United States,NAM,North America,2022-07-20,NHK,Hi Varrow,Delayed,Monday,2026-03-13 14:41:05,60,103,65,15,28,24,2022,7,14,Patuxent River Naval Air Station (Trapnell Field) - NHK,1,0
wlfgVY,Granthem,Ghion,Male,17,China,Maitland Airport,AU,Australia,OC,Oceania,2022-05-11,MTL,Manda Cornils,Delayed,Wednesday,2026-03-13 10:13:20,85,130,49,69,90,86,2022,5,10,Maitland Airport - MTL,1,0
eUI0yM,Filmore,Faich,Male,76,Nigeria,Manitouwadge Airport,CA,Canada,NAM,North America,2022-03-05,YMG,Gwendolin Haggus,Cancelled,Wednesday,2026-03-13 02:27:19,38,86,78,31,52,49,2022,3,2,Manitouwadge Airport - YMG,0,1
9i973T,Joice,Chadbourne,Female,51,Peru,Adıyaman Airport,TR,Turkey,AS,Asia,2022-08-30,ADF,Edwin Calow,Delayed,Wednesday,2026-03-13 04:15:56,18,50,97,52,73,70,2022,8,4,Adıyaman Airport - ADF,1,0
HXoWFx,Lief,Deaton,Male,81,Argentina,Anderson Regional Airport,US,United States,NAM,North America,2022-10-24,AND,Archie MacRorie,On Time,Thursday,2026-03-13 15:31:52,74,119,43,7,14,11,2022,10,15,Anderson Regional Airport - AND,0,0
xQO9jo,Ephrem,Challoner,Male,62,Yemen,Orán Airport,AR,Argentina,SAM,South America,2022-08-11,ORA,Aron Sabathier,On Time,Thursday,2026-03-13 20:06:07,30,68,75,95,120,115,2022,8,20,Orán Airport - ORA,0,0
33MTLm,Stacee,Dulson,Male,88,Philippines,Cortland County Chase Field,US,United States,NAM,North America,2022-06-26,CTX,Auberta Mertgen,On Time,Friday,2026-03-13 18:31:09,95,138,22,17,33,29,2022,6,18,Cortland County Chase Field - CTX,0,0
FotMUg,Channa,Aphale,Female,19,Canada,Jam Airport,IR,"Iran, Islamic Republic of",AS,Asia,2022-05-26,KNR,Ewart Freyne,On Time,Friday,2026-03-13 07:25:51,45,93,66,63,85,80,2022,5,7,Jam Airport - KNR,0,0
ob1cr3,Lon,Doogue,Male,29,Russia,Satwag Airport,PG,Papua New Guinea,OC,Oceania,2022-09-16,SWG,Dawn O'Lagene,Delayed,Saturday,2026-03-13 19:14:02,12,35,16,24,42,39,2022,9,19,Satwag Airport - SWG,1,0
uoyxh7,Rex,Jowsey,Male,11,South Korea,Burg Feuerstein Airport,DE,Germany,EU,Europe,2022-04-20,URD,Beilul Aronovitz,Delayed,Saturday,2026-03-13 18:34:31,71,117,51,44,66,60,2022,4,18,Burg Feuerstein Airport - URD,1,0
L49UDI,Neall,Zamudio,Male,90,Czech Republic,Sandstone Airport,AU,Australia,OC,Oceania,2022-12-15,NDS,Jameson Bonar,Cancelled,Saturday,2026-03-13 03:13:58,99,146,24,11,21,17,2022,12,3,Sandstone Airport - NDS,0,1
sddYT9,Mace,Glashby,Male,28,Belarus,Merowe New Airport,SD,Sudan,AF,Africa,2022-10-04,MWE,Fergus Wyndham,Cancelled,Sunday,2026-03-13 17:23:14,43,89,74,74,96,92,2022,10,17,Merowe New Airport - MWE,0,1
J0jCNJ,Brett,Levecque,Male,60,Croatia,Dalanzadgad Airport,MN,Mongolia,AS,Asia,2022-09-16,DLZ,Pris Chaytor,On Time,Monday,2026-03-13 16:45:18,23,59,92,29,47,43,2022,9,16,Dalanzadgad Airport - DLZ,0,0
Ex6YCb,Sharline,Tape,Female,76,Kazakhstan,Zhoushuizi Airport,CN,China,AS,Asia,2022-03-17,DLC,Nancy Bull,Delayed,Monday,2026-03-13 00:16:28,56,112,34,38,59,56,2022,3,0,Zhoushuizi Airport - DLC,1,0
GVSkmF,Darrel,Diaper,Male,75,Portugal,Zhytomyr Airport,UA,Ukraine,EU,Europe,2022-07-15,ZTR,Greta Paudin,Delayed,Monday,2026-03-13 00:26:23,82,124,63,13,26,23,2022,7,0,Zhytomyr Airport - ZTR,1,0
of4Q6P,Peggie,Stone,Female,11,China,Santa Maria Airport,BR,Brazil,SAM,South America,2022-12-05,AJU,Derick Oxherd,Delayed,Tuesday,2026-03-13 13:40:02,14,41,85,57,78,74,2022,12,13,Santa Maria Airport - AJU,1,0
dcsdwa,Saw,Osorio,Male,40,China,Likiep Airport,MH,Marshall Islands,OC,Oceania,2022-08-16,LIK,Tobiah Spadoni,On Time,Tuesday,2026-03-13 17:31:51,67,106,29,32,53,48,2022,8,17,Likiep Airport - LIK,0,0
toRBLN,Kacey,Tilford,Female,69,Poland,Khatgal Airport,MN,Mongolia,AS,Asia,2022-11-04,HTM,Kelby Tran,On Time,Thursday,2026-03-13 12:48:52,48,98,58,48,71,68,2022,11,12,Khatgal Airport - HTM,0,0
t8yFp3,Luke,Gottelier,Male,89,Philippines,Western Neb. Rgnl/William B. Heilig Airport,US,United States,NAM,North America,2022-09-01,BFF,Faythe Leedal,On Time,Friday,2026-03-13 01:44:40,5,27,10,9,16,13,2022,9,1,Western Neb. Rgnl/William B. Heilig Airport - BFF,0,0
QRtFcR,Alleyn,Facer,Male,65,China,Indiana County/Jimmy Stewart Fld/ Airport,US,United States,NAM,North America,2022-12-02,IDI,Correy Hachette,On Time,Saturday,2026-03-13 23:01:21,79,123,69,88,108,102,2022,12,23,Indiana County/Jimmy Stewart Fld/ Airport - IDI,0,0
mcV9Gl,Cele,Baiden,Female,17,Poland,Dong Tac Airport,VN,Viet Nam,AS,Asia,2022-11-29,TBB,Gavin Stollwerk,Cancelled,Monday,2026-03-13 06:25:22,102,145,32,20,35,31,2022,11,6,Dong Tac Airport - TBB,0,1
W9bjuk,Rene,Mort,Male,68,Ukraine,Willoughby Lost Nation Municipal Airport,US,United States,NAM,North America,2022-07-21,LNN,Silvanus Shervil,On Time,Tuesday,2026-03-13 04:49:28,1,51,110,62,84,79,2022,7,4,Willoughby Lost Nation Municipal Airport - LNN,0,0
x50zPC,Newton,Minchinden,Male,77,Japan,Vista Field,US,United States,NAM,North America,2022-06-29,VSK,Otho Stockey,On Time,Wednesday,2026-03-13 13:20:59,2,92,110,27,46,41,2022,6,13,Vista Field - VSK,0,0
smEhqt,Franklin,Bentham3,Male,10,Sweden,Palm Springs International Airport,US,United States,NAM,North America,2022-02-06,PSP,Fawnia Shapera,Delayed,Thursday,2026-03-13 03:55:58,3,14,33,50,72,69,2022,2,3,Palm Springs International Airport - PSP,1,0
5giuMa,Allyn,Waliszewski,Male,84,Serbia,Bimin Airport,PG,Papua New Guinea,OC,Oceania,2022-08-22,BIZ,Carma Isbell,On Time,Thursday,2026-03-13 20:37:17,87,132,41,16,29,25,2022,8,20,Bimin Airport - BIZ,0,0
Ehesx2,Angel,Pettko,Male,22,China,Northeast Ohio Regional Airport,US,United States,NAM,North America,2022-11-12,JFN,Jenni Meldon,Delayed,Friday,2026-03-13 17:12:03,12,78,95,70,93,89,2022,11,17,Northeast Ohio Regional Airport - JFN,1,0
vcJf7b,Clevie,Baynon,Male,80,France,Gage Airport,US,United States,NAM,North America,2022-06-18,GAG,Albertine Capaldo,On Time,Saturday,2026-03-13 14:49:40,4,23,18,33,54,50,2022,6,14,Gage Airport - GAG,0,0
eM3iQN,Wallis,Wones,Male,14,Indonesia,Senggo Airport,ID,Indonesia,AS,Asia,2022-08-18,ZEG,Brucie Beard,Delayed,Sunday,2026-03-13 08:19:13,65,141,60,42,64,61,2022,8,8,Senggo Airport - ZEG,1,0
irS0kG,Allyce,Rouby,Female,77,Portugal,Ahwaz Airport,IR,"Iran, Islamic Republic of",AS,Asia,2022-09-21,AWZ,Shellysheldon Climo,Delayed,Monday,2026-03-13 00:48:08,23,54,77,4,9,7,2022,9,0,Ahwaz Airport - AWZ,1,0
IUIhgk,Evelina,MacDaid,Female,2,China,Plymouth City Airport,GB,United Kingdom,EU,Europe,2022-11-26,PLH,Pail Djakovic,Cancelled,Monday,2026-03-13 23:21:07,91,110,34,77,99,95,2022,11,23,Plymouth City Airport - PLH,0,1
F87LSg,Deedee,Gratten,Female,51,Poland,Ouvéa Airport,NC,New Caledonia,OC,Oceania,2022-05-04,UVE,Waite Minton,Cancelled,Thursday,2026-03-13 23:42:58,8,17,92,22,38,34,2022,5,23,Ouvéa Airport - UVE,0,1
LUhT9W,Abbye,Darville,Female,55,Brazil,Pangoa Airport,PG,Papua New Guinea,OC,Oceania,2022-04-28,PGB,Raul Struthers,Cancelled,Thursday,2026-03-13 12:09:19,44,73,55,53,75,71,2022,4,12,Pangoa Airport - PGB,0,1
Q9oBhG,Lesley,Statefield,Male,49,Indonesia,Kaufana Airport,TO,Tonga,OC,Oceania,2022-02-07,EUA,Letisha Trass,On Time,Thursday,2026-03-13 01:17:28,39,126,21,30,49,45,2022,2,1,Kaufana Airport - EUA,0,0
hkXTye,Maitilde,Bridgstock,Female,15,Indonesia,Barranca De Upia Airport,CO,Colombia,SAM,South America,2022-05-19,BAC,Timothy Daventry,Delayed,Thursday,2026-03-13 15:33:23,72,88,64,64,86,82,2022,5,15,Barranca De Upia Airport - BAC,1,0
yLXAyX,Larissa,Clemenzo,Female,5,Vietnam,RAF Cottesmore,GB,United Kingdom,EU,Europe,2022-01-06,OKH,Tomasine Parr,Delayed,Sunday,2026-03-13 08:05:34,5,34,11,19,34,30,2022,1,8,RAF Cottesmore - OKH,1,0
JE4pMN,Matilde,Mouatt,Female,16,France,Aguas Claras Airport,CO,Colombia,SAM,South America,2022-08-02,OCV,Way Ackred,On Time,Thursday,2026-03-13 01:49:36,63,97,45,46,68,63,2022,8,1,Aguas Claras Airport - OCV,0,0
CHbFZs,Jori,Baignard,Female,56,France,En Nahud Airport,SD,Sudan,AF,Africa,2022-09-05,NUD,Thadeus Bellee,On Time,Thursday,2026-03-13 01:48:46,18,66,83,2,5,3,2022,9,1,En Nahud Airport - NUD,0,0
SeFWWL,Ring,Faughny,Male,43,Philippines,Long Island Airport,PG,Papua New Guinea,OC,Oceania,2022-11-24,LSJ,Agna Stelli,Cancelled,Friday,2026-03-13 22:02:47,101,142,29,80,101,97,2022,11,22,Long Island Airport - LSJ,0,1
nLCaZ6,Kalina,Mathen,Female,33,Central African Republic,Köthen Airport,DE,Germany,EU,Europe,2022-01-27,KOQ,Glendon Thon,Delayed,Sunday,2026-03-13 20:26:21,27,51,74,25,43,40,2022,1,20,Köthen Airport - KOQ,1,0
3ggxQN,Marisa,Howse,Female,7,United States,Belmonte Airport,BR,Brazil,SAM,South America,2022-08-29,BVM,Yancey Petrina,On Time,Monday,2026-03-13 09:08:45,9,19,63,58,79,76,2022,8,9,Belmonte Airport - BVM,0,0
GdZl64,Kit,Constance,Male,10,China,Nzagi Airport,AO,Angola,AF,Africa,2022-01-19,NZA,Christa Figliovanni,On Time,Tuesday,2026-03-13 02:06:21,54,104,37,35,56,52,2022,1,2,Nzagi Airport - NZA,0,0
T9EB5E,Sargent,Renachowski,Male,56,China,La Baule-Escoublac Airport,FR,France,EU,Europe,2022-12-15,LBY,Linette Behrens,On Time,Wednesday,2026-03-13 14:30:16,33,82,90,66,88,83,2022,12,14,La Baule-Escoublac Airport - LBY,0,0
40DzY7,Hewitt,Oakwood,Male,71,Peru,Hope Vale Airport,AU,Australia,OC,Oceania,2022-09-17,HPE,Nicolai Seabright,On Time,Thursday,2026-03-13 13:04:07,70,121,48,14,27,22,2022,9,13,Hope Vale Airport - HPE,0,0
xVNeER,Fernandina,Caress,Female,78,South Africa,Rocky Mountain House Airport,CA,Canada,NAM,North America,2022-07-25,YRM,Cherlyn McKellar,Cancelled,Saturday,2026-03-13 16:30:53,2,11,7,73,94,90,2022,7,16,Rocky Mountain House Airport - YRM,0,1
KSsj8m,Omero,Peoples,Male,59,Sweden,Nellis Air Force Base,US,United States,NAM,North America,2022-05-20,LSV,Margaret Hilbourne,Delayed,Sunday,2026-03-13 14:02:02,46,92,53,28,45,41,2022,5,14,Nellis Air Force Base - LSV,1,0
QsSBn3,Elspeth,Kinzett,Female,49,Indonesia,Pu'er Simao Airport,CN,China,AS,Asia,2022-01-17,SYM,Maurise Di Franceshci,On Time,Monday,2026-03-13 08:12:11,77,136,25,40,62,57,2022,1,8,Pu'er Simao Airport - SYM,0,0
sQ47lt,Virge,Tyt,Male,62,Indonesia,Ministro Victor Konder International Airport,BR,Brazil,SAM,South America,2022-06-17,NVT,Dido Weild,On Time,Monday,2026-03-13 12:42:27,14,57,69,6,11,9,2022,6,12,Ministro Victor Konder International Airport - NVT,0,0
KyocF1,Abram,Riddlesden,Male,36,Finland,Deputatskiy Airport,RU,Russian Federation,EU,Europe,2022-12-04,DPT,Katrine Syvret,Cancelled,Tuesday,2026-03-13 09:19:52,6,28,80,85,106,101,2022,12,9,Deputatskiy Airport - DPT,0,1
tHkpdf,Welbie,Baldwin,Male,9,China,El Encanto Airport,CO,Colombia,SAM,South America,2022-12-07,ECO,Griffith Drohane,On Time,Tuesday,2026-03-13 07:23:13,59,118,36,21,36,32,2022,12,7,El Encanto Airport - ECO,0,0
GaNXLU,Harper,Vlasov,Male,41,Indonesia,Seymour Johnson Air Force Base,US,United States,NAM,North America,2022-05-16,GSB,Goldia Cowlin,Cancelled,Tuesday,2026-03-13 01:46:44,21,75,94,59,81,77,2022,5,1,Seymour Johnson Air Force Base - GSB,0,1
OtUAcJ,Fitz,Harkus,Male,24,Peru,Westerland Sylt Airport,DE,Germany,EU,Europe,2022-02-28,GWT,Thomasina Squire,Delayed,Wednesday,2026-03-13 20:26:23,83,129,52,31,51,47,2022,2,20,Westerland Sylt Airport - GWT,1,0
h3V1Iu,Cletus,Achromov,Male,51,Poland,Minot Air Force Base,US,United States,NAM,North America,2022-12-23,MIB,Rancell Robertz,Cancelled,Wednesday,2026-03-13 21:59:42,35,64,20,68,89,84,2022,12,21,Minot Air Force Base - MIB,0,1
kNo1L4,Ethan,Antowski,Male,44,South Korea,"Pattimura Airport, Ambon",ID,Indonesia,AS,Asia,2022-08-19,AMQ,Nelli Dulieu,On Time,Friday,2026-03-13 23:52:50,96,140,47,12,24,20,2022,8,23,"Pattimura Airport, Ambon - AMQ",0,0
Zs5EI6,Rik,Coughlan,Male,69,Sweden,Victoria Airport,CL,Chile,SAM,South America,2022-12-12,ZIC,Genovera Vicar,Cancelled,Saturday,2026-03-13 04:18:28,11,43,61,76,97,92,2022,12,4,Victoria Airport - ZIC,0,1
SurHeS,Kendall,Goodrich,Male,44,Brazil,Sharana Airstrip,AF,Afghanistan,AS,Asia,2022-06-22,OAS,Leonelle Scopham,Delayed,Sunday,2026-03-13 09:40:04,24,71,88,34,55,50,2022,6,9,Sharana Airstrip - OAS,1,0
JfGaGk,Stevana,Mabee,Female,53,France,Anvik Airport,US,United States,NAM,North America,2022-07-13,ANV,Rozanna Ross,Cancelled,Thursday,2026-03-13 16:05:11,68,107,30,49,70,66,2022,7,16,Anvik Airport - ANV,0,1
0iYv0j,Cornell,Carreck,Male,26,Argentina,San Carlos Apache Airport,US,United States,NAM,North America,2022-12-21,GLB,Zabrina Osbiston,Cancelled,Thursday,2026-03-13 12:19:38,41,95,72,7,13,10,2022,12,12,San Carlos Apache Airport - GLB,0,1
5joYmi,Valdemar,Marcone,Male,7,Sri Lanka,Mungeranie Airport,AU,Australia,OC,Oceania,2022-11-08,MNE,Morrie Howick,Delayed,Friday,2026-03-13 13:49:00,3,15,12,92,115,109,2022,11,13,Mungeranie Airport - MNE,1,0
M7rhtD,Alleyn,Genn,Male,41,United States,Crane County Airport,US,United States,NAM,North America,2022-07-01,CCG,Susann Regitz,On Time,Friday,2026-03-13 21:45:31,52,113,56,18,32,28,2022,7,21,Crane County Airport - CCG,0,0
hjKY6z,Vlad,Betteson,Male,23,Albania,Makabana Airport,CG,Congo,AF,Africa,2022-11-03,KMK,Alethea Conlaund,Delayed,Sunday,2026-03-13 20:23:50,88,134,40,61,83,78,2022,11,20,Makabana Airport - KMK,1,0
WjtgBx,Maria,Tinkham,Female,27,Czech Republic,Kuri Airport,PG,Papua New Guinea,OC,Oceania,2022-02-20,KUQ,Alric McFadden,Delayed,Sunday,2026-03-13 16:19:41,16,49,79,26,41,37,2022,2,16,Kuri Airport - KUQ,1,0
CQmxOq,Leshia,Sweetenham,Female,18,Afghanistan,Sibu Airport,MY,Malaysia,AS,Asia,2022-07-21,SBW,Libbie Mocker,On Time,Monday,2026-03-13 15:02:44,73,120,33,54,74,69,2022,7,15,Sibu Airport - SBW,0,0
ZwD4vl,Daria,Feron,Female,75,Thailand,Corumbá International Airport,BR,Brazil,SAM,South America,2022-03-27,CMG,Margit Kirkland,Cancelled,Wednesday,2026-03-13 12:53:23,28,62,85,37,57,53,2022,3,12,Corumbá International Airport - CMG,0,1
Ln5AOI,Wash,Itshak,Male,43,China,Sawan Airport,PK,Pakistan,AS,Asia,2022-04-24,RZS,Jerrylee Wooff,Cancelled,Wednesday,2026-03-13 02:05:43,7,22,9,65,87,82,2022,4,2,Sawan Airport - RZS,0,1
o57ZFY,Emmy,Tapsell,Female,25,Croatia,Zilfi Airport,SA,Saudi Arabia,AS,Asia,2022-05-18,ZUL,Aindrea Abramsky,Delayed,Wednesday,2026-03-13 09:24:45,61,102,50,15,28,23,2022,5,9,Zilfi Airport - ZUL,1,0
8wSKE9,Hillery,Roke,Male,21,Mongolia,Lebakeng Airport,LS,Lesotho,AF,Africa,2022-08-09,LEF,Lynnett Tabbernor,Delayed,Thursday,2026-03-13 13:30:40,94,139,24,71,91,86,2022,8,13,Lebakeng Airport - LEF,1,0
SDEniz,Anna-diane,Gosnay,Female,28,Philippines,El Nouzha Airport,EG,Egypt,AF,Africa,2022-04-28,ALY,Tisha Gubbins,On Time,Thursday,2026-03-13 02:47:53,37,84,67,23,39,35,2022,4,2,El Nouzha Airport - ALY,0,0
40mcWS,Val,Bonas,Female,42,Poland,Masvingo International Airport,ZW,Zimbabwe,AF,Africa,2022-05-06,MVZ,Daryle James,Delayed,Thursday,2026-03-13 10:21:47,19,53,91,43,65,60,2022,5,10,Masvingo International Airport - MVZ,1,0
kZf3E4,Renata,Fishbourne,Female,82,Tunisia,Erzurum International Airport,TR,Turkey,AS,Asia,2022-11-06,ERZ,Alix Muncie,Delayed,Thursday,2026-03-13 08:44:37,80,128,46,5,8,6,2022,11,8,Erzurum International Airport - ERZ,1,0
O6a6Tc,Smitty,Wrangle,Male,70,Croatia,Naval Station Mayport (Admiral David L. Mcdonald Field),US,United States,NAM,North America,2022-07-09,NRB,Nathanael Grogor,Delayed,Friday,2026-03-13 17:01:15,25,69,76,78,100,95,2022,7,17,Naval Station Mayport (Admiral David L. Mcdonald Field) - NRB,1,0
tI4nje,Monroe,Gudd,Male,13,South Africa,Ghat Airport,LY,Libya,AF,Africa,2022-06-15,GHT,Hailee Falck,Cancelled,Friday,2026-03-13 08:37:50,58,116,31,20,34,30,2022,6,8,Ghat Airport - GHT,0,1
KoLKKU,Jamaal,De-Ville,Male,81,Russia,Gdańsk Lech Wałęsa Airport,PL,Poland,EU,Europe,2022-05-12,GDN,Kelsey Sterland,Delayed,Friday,2026-03-13 19:23:40,42,90,58,56,77,73,2022,5,19,Gdańsk Lech Wałęsa Airport - GDN,1,0
YBGe3c,Sylvester,Lea,Male,51,China,Xiamen Gaoqi International Airport,CN,China,AS,Asia,2022-09-19,XMN,Ulla Ousbie,Cancelled,Saturday,2026-03-13 22:40:06,10,36,14,29,48,44,2022,9,22,Xiamen Gaoqi International Airport - XMN,0,1
CxzvKu,Zared,Gallego,Male,39,Germany,Magan Airport,RU,Russian Federation,EU,Europe,2022-09-07,GYG,Jose Hamor,Delayed,Saturday,2026-03-13 08:50:08,66,111,70,67,90,85,2022,9,8,Magan Airport - GYG,1,0
v7kOCe,Gianna,Gowen,Female,45,China,Lawrence County Airpark,US,United States,NAM,North America,2022-07-03,HTW,Annice McBrearty,On Time,Sunday,2026-03-13 18:20:19,31,74,87,11,19,16,2022,7,18,Lawrence County Airpark - HTW,0,0
AbSraZ,Janenna,Goozee,Female,80,United States,New Stuyahok Airport,US,United States,NAM,North America,2022-04-15,KNW,Quincy Gilberthorpe,Delayed,Monday,2026-03-13 21:08:15,97,143,28,84,105,100,2022,4,21,New Stuyahok Airport - KNW,1,0
